src,dst
46567,95926
46567,98147
46568,51425
46570,65912
46573,57951
46573,61647
46573,90419
46575,69835
46577,47055
46577,47574
46577,48177
46577,48592
46577,49120
46577,50448
46577,51522
46577,52694
46577,52741
46577,55997
46577,60084
46577,60275
46577,60597
46577,63234
46577,70901
46577,83316
46577,84430
46577,86609
46577,87703
46577,87999
46577,88070
46577,89869
46577,91374
46577,93266
46577,96157
46577,96662
46579,57970
46579,58740
46579,61286
46579,92126
46582,64569
46582,68098
46585,50764
46586,53867
46586,55284
46586,63546
46586,78114
46586,78642
46586,86828
46586,94777
46590,47230
46590,68720
46590,74018
46590,75353
46596,60952
46597,49781
46597,98569
46598,52664
46598,68682
46598,97484
46599,87697
46600,59262
46600,61832
46600,63063
46600,65132
46600,80891
46600,98859
46601,57882
46602,80705
46603,51466
46603,52763
46605,52142
46612,48114
46612,48964
46612,49699
46612,50067
46612,50444
46612,52376
46612,54140
46612,55039
46612,59803
46612,60774
46612,76909
46612,98491
46616,52979
46617,64750
46618,47185
46618,55532
46620,67688
46620,70796
46620,70881
46620,91829
46622,61480
46625,54524
46625,77045
46625,83873
46625,96046
46625,96984
46629,51046
46629,58213
46630,50764
46630,68497
46634,49783
46636,48402
46636,50408
46636,56607
46636,59507
46636,74199
46636,75674
46636,77334
46636,78983
46636,92309
46642,47557
46643,60701
46644,81022
46646,52659
46646,60053
46646,66015
46646,66814
46646,70596
46646,71360
46646,73929
46646,76928
46646,82012
46646,82509
46646,84474
46646,87260
46646,95286
46646,97966
46648,52021
46648,88942
46649,57693
46649,61151
46649,62524
46649,63188
46649,68704
46649,71685
46649,88630
46649,89955
46649,97133
46649,97583
46650,51264
46650,58201
46650,87474
46650,96208
46654,56963
46654,70622
46655,47652
46656,51047
46656,67653
46660,89582
46663,47798
46663,49921
46663,59076
46663,68303
46663,71277
46663,82340
46663,87740
46663,90992
46663,91763
46663,91806
46663,93148
46663,93831
46663,96221
46663,97586
46663,98426
46664,80851
46666,52240
46674,46912
46674,47167
46674,48087
46674,48592
46674,50448
46674,50486
46674,50689
46674,53083
46674,53134
46674,54984
46674,55997
46674,57810
46674,60084
46674,60348
46674,62468
46674,68393
46674,69522
46674,72764
46674,72935
46674,73780
46674,81303
46674,81849
46674,87818
46674,88455
46674,89150
46674,90217
46674,94417
46674,94788
46677,48410
46677,72346
46677,79135
46677,82046
46677,85155
46677,85190
46677,88403
46677,90886
46677,97894
46679,78458
46683,52884
46683,55689
46683,56089
46683,69070
46683,96057
46683,96175
46684,61269
46690,79993
46690,86894
46691,76701
46698,49817
46698,50176
46698,54858
46698,94425
46700,48272
46700,92514
46700,94031
46702,50927
46702,57196
46702,57956
46702,68275
46702,98877
46704,49402
46704,50424
46704,50905
46704,52215
46704,52728
46704,53256
46704,53495
46704,54031
46704,54694
46704,55321
46704,59922
46704,62842
46704,63841
46704,66019
46704,66274
46704,67044
46704,67183
46704,68278
46704,68390
46704,70107
46704,70673
46704,70741
46704,72882
46704,73800
46704,74232
46704,75227
46704,75368
46704,75764
46704,76928
46704,80034
46704,81478
46704,84403
46704,86190
46704,86412
46704,86417
46704,87060
46704,87313
46704,89063
46704,89728
46704,91007
46704,91025
46704,91801
46704,92042
46704,97072
46706,46874
46707,52177
46707,59699
46707,87102
46708,77694
46710,55194
46710,56933
46710,65146
46710,75878
46710,79533
46710,79663
46710,86144
46710,87009
46710,89290
46710,96578
46710,98559
46713,49777
46713,50191
46713,52659
46713,59056
46713,62468
46713,66015
46713,73780
46713,74313
46713,74624
46713,81751
46713,87818
46713,88109
46713,88502
46713,93276
46713,95286
46713,95650
46713,96062
46713,96494
46713,96895
46713,97966
46716,47503
46716,57281
46716,67558
46719,47666
46719,62315
46719,64563
46719,70412
46719,81152
46719,88070
46720,62563
46720,63688
46720,72040
46720,78718
46720,85098
46720,95628
46720,96956
46720,97415
46721,78669
46725,53440
46726,52233
46726,54937
46726,55493
46726,58568
46726,66514
46726,66642
46726,67998
46726,68447
46726,69127
46726,70463
46726,75341
46726,75785
46726,76329
46726,76342
46726,77513
46726,78573
46726,78617
46726,88202
46726,89597
46728,49819
46728,51155
46728,54126
46728,96165
46732,83750
46737,92024
46746,53081
46746,67499
46746,79618
46756,46945
46756,49119
46756,49688
46756,51294
46756,51977
46756,52493
46756,52567
46756,52956
46756,54364
46756,56468
46756,57950
46756,65151
46756,65839
46756,65979
46756,68317
46756,68407
46756,70065
46756,71492
46756,72769
46756,74191
46756,75106
46756,75185
46756,75785
46756,76385
46756,77250
46756,77599
46756,78309
46756,78713
46756,79491
46756,80330
46756,81333
46756,82815
46756,87256
46756,89187
46756,91379
46756,91460
46756,92101
46756,92102
46756,94795
46756,96636
46756,96882
46758,46983
46758,52081
46759,52759
46760,54383
46761,61767
46774,48408
46779,47513
46779,54391
46779,93630
46781,65697
46781,92211
46783,75637
46789,47890
46789,52714
46789,66378
46790,48039
46790,49929
46790,50056
46790,50950
46790,51286
46790,51662
46790,51964
46790,52320
46790,52388
46790,52799
46790,53103
46790,54424
46790,56722
46790,56728
46790,58521
46790,59107
46790,59600
46790,63841
46790,72631
46790,73503
46790,73562
46790,74232
46790,75014
46790,75764
46790,75981
46790,76060
46790,76342
46790,80034
46790,82012
46790,83043
46790,85159
46790,87558
46790,89831
46790,93250
46790,98675
46791,95602
46792,49874
46796,54652
46796,67559
46796,84921
46803,50689
46803,52004
46803,54984
46803,60718
46803,64906
46803,69750
46803,74966
46803,79045
46803,81030
46803,93199
46803,97632
46807,47483
46807,48261
46807,77746
46807,93356
46807,98274
46808,64992
46811,93862
46820,48219
46823,62860
46823,67921
46823,72484
46823,81538
46823,84555
46823,94836
46823,97705
46825,73958
46827,51121
46827,51669
46827,56018
46827,64062
46827,68366
46827,68489
46827,74263
46827,74674
46827,75597
46827,85834
46827,91196
46828,51039
46834,72068
46834,93452
46834,94910
46849,76698
46849,80990
46850,47574
46850,50486
46850,51805
46850,55997
46850,58560
46850,72764
46850,75744
46853,48581
46853,50201
46853,50943
46853,61139
46853,69517
46853,72975
46853,73873
46853,74018
46853,75353
46853,77524
46853,83377
46853,87832
46853,88189
46853,88734
46853,89150
46853,89501
46853,89559
46853,90813
46853,91754
46853,94205
46856,53005
46856,73447
46856,82175
46856,95576
46858,85342
46858,91655
46859,69074
46862,56660
46862,94390
46865,48278
46866,47802
46866,63599
46868,47226
46868,55690
46869,58639
46870,67903
46870,78446
46872,47944
46872,50463
46872,50661
46872,53633
46872,55437
46872,64640
46872,68885
46872,81965
46872,88243
46875,61201
46875,75507
46875,93101
46875,94869
46879,50321
46879,53634
46879,72513
46879,91265
46879,96829
46882,49847
46882,52361
46882,55655
46882,72306
46882,73970
46882,75106
46882,91274
46882,92417
46885,98295
46887,87487
46889,47649
46889,53495
46889,53558
46889,54554
46889,70107
46889,78286
46889,89728
46889,91333
46889,98915
46890,47039
46890,49293
46890,65935
46891,62329
46894,47483
46894,52701
46894,53991
46894,55908
46894,57649
46894,59685
46894,68455
46894,69787
46894,70673
46894,75495
46894,76041
46894,77746
46894,78292
46894,80956
46894,93894
46894,98274
46895,50893
46895,56552
46895,85307
46898,52376
46898,52406
46898,96326
46902,57086
46904,85075
46904,85905
46904,95933
46909,54938
46910,49747
46910,86493
46910,90517
46912,47167
46912,47843
46912,49777
46912,50689
46912,53134
46912,60084
46912,60597
46912,62381
46912,62468
46912,63150
46912,63180
46912,65065
46912,65978
46912,68393
46912,69175
46912,69522
46912,70629
46912,72259
46912,73780
46912,74137
46912,75384
46912,81303
46912,81665
46912,82496
46912,87999
46912,88871
46912,89150
46912,90806
46912,91213
46912,91276
46912,94022
46912,95451
46912,95650
46912,96264
46912,98113
46913,50831
46913,51608
46913,56465
46913,61260
46913,63846
46913,64169
46913,67664
46913,68184
46913,68704
46913,78964
46913,80615
46913,81394
46913,83780
46913,88872
46913,90111
46913,91618
46913,93014
46913,97532
46916,50306
46916,70660
46916,94350
46916,97388
46917,55184
46919,47485
46919,49122
46919,49453
46919,49536
46919,49934
46919,50937
46919,51728
46919,53045
46919,57290
46919,60348
46919,62314
46919,62379
46919,65719
46919,68243
46919,70231
46919,70525
46919,76125
46919,77776
46919,77883
46919,80584
46919,82622
46919,85183
46919,86759
46919,92988
46919,93589
46919,95332
46919,97963
46921,73287
46921,99098
46923,74113
46923,88046
46924,47226
46924,49544
46924,50677
46924,51286
46924,53044
46924,55053
46924,57442
46924,58106
46924,60667
46924,67325
46924,68103
46924,68982
46924,71401
46924,96114
46924,99470
46925,52320
46925,61815
46925,72631
46925,73217
46925,74473
46925,76403
46925,95561
46926,46943
46926,48755
46926,49074
46926,51286
46926,51294
46926,52384
46926,53110
46926,53394
46926,53449
46926,53495
46926,54208
46926,54364
46926,54819
46926,55053
46926,56083
46926,56091
46926,56321
46926,57575
46926,58799
46926,58880
46926,59107
46926,59847
46926,61029
46926,62762
46926,67213
46926,75368
46926,76385
46926,80853
46926,81354
46926,81914
46926,83909
46926,84130
46926,86000
46926,87256
46926,88825
46926,91318
46926,94075
46926,97065
46928,49265
46928,52749
46928,54424
46928,55314
46928,55400
46928,72050
46928,82299
46932,74253
46936,62846
46937,47677
46937,68384
46938,60319
46938,69274
46939,51289
46940,57446
46941,98569
46943,46945
46943,47140
46943,48885
46943,49664
46943,49693
46943,50021
46943,50088
46943,51057
46943,51334
46943,51977
46943,52173
46943,52365
46943,53110
46943,53394
46943,53449
46943,54286
46943,55314
46943,55876
46943,57329
46943,61029
46943,63184
46943,69267
46943,72066
46943,76385
46943,81354
46943,81914
46943,83909
46943,85645
46943,88457
46943,89003
46943,94075
46943,98983
46943,99103
46945,47097
46945,49119
46945,50778
46945,50816
46945,51009
46945,51294
46945,52004
46945,52554
46945,52567
46945,53495
46945,54984
46945,57329
46945,57649
46945,60143
46945,61815
46945,63184
46945,63565
46945,65668
46945,67882
46945,67963
46945,68217
46945,68317
46945,68719
46945,74344
46945,75114
46945,76192
46945,76385
46945,76780
46945,76857
46945,77105
46945,77760
46945,78902
46945,79002
46945,79490
46945,79491
46945,79565
46945,80213
46945,81953
46945,82169
46945,84785
46945,86654
46945,87652
46945,88457
46945,89977
46945,91379
46945,91819
46945,93199
46945,93378
46945,94022
46945,95223
46945,95229
46945,96636
46945,96962
46945,98983
46945,99103
46945,99267
46945,99345
46947,52322
46947,67078
46947,78371
46950,93751
46953,72163
46954,85810
46957,57428
46957,88942
46957,98054
46959,58697
46960,48539
46960,50777
46960,50778
46960,52170
46960,52243
46960,52320
46960,56369
46960,58753
46960,59685
46960,60546
46960,61525
46960,61815
46960,67053
46960,68581
46960,71148
46960,71150
46960,72306
46960,74473
46960,79486
46960,80034
46960,80891
46960,82299
46960,83043
46960,86417
46960,86466
46960,89928
46960,90899
46960,91274
46960,93894
46960,96064
46961,47787
46961,48594
46961,48657
46961,49052
46961,57751
46961,60315
46961,61015
46961,61611
46961,63046
46961,63332
46961,85660
46961,91657
46961,97260
46962,60384
46964,47546
46964,68849
46964,90211
46965,52659
46965,66015
46965,97589
46965,98146
46968,48839
46968,49621
46968,55090
46968,76107
46968,78929
46968,79301
46968,83401
46968,87704
46968,98846
46969,98333
46972,61856
46975,58528
46975,64028
46975,65568
46975,68666
46975,79558
46975,81935
46975,81993
46975,86524
46975,87129
46975,87676
46975,87703
46975,88217
46975,93059
46975,93279
46975,95108
46975,98061
46976,65963
46977,80743
46977,83414
46978,47062
46978,50753
46978,51456
46978,52564
46978,62001
46982,48453
46983,76738
46985,50163
46985,54918
46985,58242
46985,60602
46985,61694
46985,72359
46985,81506
46985,83827
46985,86540
46985,91113
46985,93489
46985,94896
46989,78033
46989,88265
46989,98198
46991,47936
46991,57934
46992,65472
46996,47799
46996,51305
46996,95839
46997,51795
46998,48039
46998,49412
46998,75505
46999,48624
46999,84373
47000,47001
47000,47044
47000,47693
47000,47824
47000,48952
47000,49153
47000,49453
47000,49688
47000,50167
47000,51349
47000,51896
47000,51932
47000,52200
47000,52567
47000,53495
47000,54364
47000,54944
47000,56468
47000,56619
47000,57290
47000,58351
47000,58768
47000,60348
47000,63423
47000,64535
47000,65839
47000,66697
47000,67831
47000,71205
47000,71425
47000,72623
47000,72769
47000,74088
47000,74336
47000,77362
47000,77879
47000,79491
47000,84255
47000,84421
47000,89267
47000,89418
47000,90559
47000,91564
47000,92042
47000,92102
47000,92431
47000,99201
47001,49453
47001,52947
47001,57290
47001,58351
47001,60348
47001,61884
47001,69254
47001,69437
47001,72623
47001,72769
47001,82133
47001,87818
47001,88725
47001,90559
47001,91564
47001,94788
47001,96450
47001,99022
47004,63893
47005,48172
47005,49475
47005,55321
47007,50682
47013,47384
47013,50778
47013,50862
47013,50952
47013,52671
47013,57581
47013,59414
47013,61815
47013,68507
47013,74473
47013,78704
47013,78746
47013,79079
47013,95206
47013,95859
47013,96794
47014,47062
47014,50753
47014,64345
47014,65271
47014,80697
47014,89290
47014,93111
47015,48976
47017,60062
47027,81401
47030,63818
47031,66709
47036,54499
47038,64222
47039,49293
47039,52142
47039,64821
47039,73518
47042,96689
47044,48839
47044,49361
47044,50167
47044,50977
47044,52707
47044,58351
47044,61884
47044,62125
47044,63899
47044,64140
47044,71296
47044,74088
47044,75962
47044,76837
47044,82169
47044,85285
47044,89977
47044,91079
47044,91276
47044,91564
47044,95206
47044,96450
47044,99022
47044,99467
47045,66677
47046,49783
47046,52694
47046,59861
47046,64536
47046,74843
47047,79617
47048,49414
47051,82496
47055,49218
47055,51173
47055,51592
47055,52004
47055,55997
47055,57442
47055,62010
47055,62381
47055,77524
47055,79974
47055,94330
47055,95451
47055,97632
47055,97830
47055,98113
47056,56091
47060,49038
47060,52658
47060,54480
47060,59490
47060,59627
47060,61164
47060,70969
47060,71418
47060,74749
47060,75586
47060,79808
47060,81765
47060,83736
47060,83828
47060,87746
47060,88083
47060,88127
47060,88228
47060,91397
47060,92984
47060,94075
47060,95593
47060,96230
47060,97809
47061,47158
47061,47161
47061,52564
47061,54023
47061,59987
47061,79631
47062,50753
47063,64173
47064,65271
47065,72468
47066,47524
47068,48750
47068,51763
47068,55793
47068,78758
47068,80347
47069,57458
47076,47433
47076,49245
47084,68206
47089,50674
47089,61189
47089,65346
47089,66281
47089,79795
47089,86372
47089,87812
47089,97510
47091,72587
47097,50179
47097,51845
47097,53119
47097,56762
47097,60395
47097,69958
47100,48568
47101,50660
47102,52545
47102,56076
47102,59441
47102,66104
47102,77763
47102,82799
47103,65794
47103,84246
47106,50930
47106,81693
47106,84541
47107,81598
47107,97780
47111,61296
47112,47368
47112,49038
47112,51150
47112,51659
47112,53061
47112,59898
47112,60547
47112,60694
47112,65367
47112,67601
47112,75479
47112,75586
47112,77526
47112,79769
47112,83828
47112,84110
47112,87095
47112,90584
47112,92227
47112,95306
47112,95574
47112,96520
47112,99250
47116,51005
47116,59347
47116,64727
47116,71286
47116,83635
47116,85863
47116,90519
47116,93279
47116,97672
47116,97747
47125,50034
47125,50762
47125,51379
47125,53992
47125,54554
47125,54887
47125,57916
47125,59421
47125,63748
47125,65132
47125,68581
47125,68955
47125,71658
47125,72814
47125,74650
47125,75314
47125,75764
47125,76007
47125,76342
47125,76369
47125,76653
47125,77272
47125,77309
47125,79291
47125,80034
47125,80891
47125,81223
47125,82178
47125,86466
47125,86575
47125,90569
47125,91669
47125,92950
47125,93307
47125,95457
47125,95898
47125,96443
47130,91845
47131,47695
47131,48315
47131,48478
47131,49119
47131,49418
47131,49480
47131,49516
47131,49536
47131,50918
47131,51294
47131,51304
47131,51340
47131,52956
47131,53599
47131,53768
47131,53801
47131,54057
47131,55343
47131,55493
47131,56369
47131,56652
47131,56726
47131,57290
47131,57950
47131,58753
47131,59326
47131,60667
47131,60718
47131,61460
47131,62919
47131,63885
47131,65346
47131,65668
47131,65932
47131,66297
47131,66349
47131,67123
47131,67183
47131,67498
47131,67601
47131,67933
47131,69759
47131,70525
47131,71148
47131,71191
47131,71205
47131,71380
47131,72007
47131,72401
47131,72948
47131,73660
47131,74071
47131,74938
47131,76041
47131,76377
47131,77362
47131,77513
47131,78160
47131,78292
47131,78318
47131,78529
47131,78573
47131,78713
47131,78902
47131,79291
47131,79491
47131,81600
47131,81953
47131,82029
47131,82289
47131,82299
47131,82482
47131,84012
47131,84736
47131,84878
47131,85273
47131,86286
47131,87806
47131,88602
47131,90569
47131,90899
47131,91361
47131,91379
47131,91443
47131,92568
47131,94395
47131,95206
47131,95970
47131,96064
47131,96740
47131,96795
47131,97241
47132,51163
47136,62831
47136,63523
47138,59248
47139,64158
47139,73643
47139,90112
47140,52775
47140,54286
47140,55144
47140,58686
47140,63456
47140,67924
47140,74966
47140,87724
47140,88459
47141,75194
47142,51023
47142,51354
47142,53038
47142,54214
47142,57477
47142,59545
47142,63953
47142,64924
47142,65044
47142,65121
47142,66174
47142,71337
47142,71792
47142,72415
47142,72672
47142,73860
47142,75503
47142,75550
47142,75890
47142,76117
47142,76770
47142,77045
47142,77588
47142,78894
47142,79719
47142,80800
47142,81197
47142,81755
47142,85492
47142,89176
47142,89254
47142,89955
47142,90115
47142,90500
47142,90798
47142,94355
47142,95334
47142,96003
47142,96076
47142,96984
47142,97001
47142,97044
47142,97682
47142,98341
47142,98361
47144,51437
47144,53523
47147,59794
47147,72975
47147,95108
47149,51581
47149,52004
47149,54457
47149,54559
47149,55908
47149,58006
47149,60718
47149,68581
47149,69395
47149,70433
47149,73970
47149,80098
47149,81750
47149,82872
47149,88644
47149,90252
47154,54782
47157,72378
47158,47161
47158,49477
47158,59987
47158,60117
47158,63621
47158,64033
47158,64436
47158,67857
47158,76172
47158,88903
47158,89213
47161,49477
47161,59987
47161,60117
47161,61104
47161,63621
47161,64033
47161,64436
47161,67857
47161,76172
47161,79631
47161,88903
47161,89213
47164,51187
47165,77248
47166,58751
47166,62183
47166,83324
47166,98623
47167,47574
47167,48504
47167,48592
47167,50448
47167,50486
47167,50689
47167,52004
47167,53083
47167,53134
47167,54193
47167,54984
47167,55997
47167,57540
47167,57810
47167,60084
47167,60295
47167,60348
47167,61320
47167,61508
47167,62468
47167,63174
47167,67679
47167,68217
47167,68393
47167,69522
47167,70629
47167,72764
47167,72935
47167,73780
47167,74966
47167,75384
47167,81303
47167,82169
47167,84521
47167,86548
47167,87818
47167,88455
47167,89150
47167,89977
47167,90217
47167,91213
47167,94417
47167,94421
47167,94788
47168,83985
47170,57096
47170,74011
47170,79422
47171,70330
47173,49060
47173,55090
47173,57152
47173,60788
47173,62141
47173,64510
47173,66775
47173,67050
47173,67999
47173,68866
47173,69284
47173,71522
47173,71977
47173,72897
47173,73131
47173,73199
47173,73515
47173,74663
47173,75261
47173,77424
47173,77492
47173,77760
47173,78219
47173,78243
47173,78299
47173,78843
47173,78887
47173,78929
47173,80320
47173,80615
47173,80776
47173,81515
47173,82180
47173,82561
47173,84796
47173,86555
47173,87096
47173,88758
47173,89060
47173,89431
47173,91292
47173,91771
47173,91808
47173,92164
47173,93331
47173,93571
47173,95921
47173,97076
47173,98565
47178,48346
47178,50117
47178,56724
47178,69157
47178,69544
47180,72163
47180,82971
47183,48901
47183,52226
47183,89515
47185,50280
47185,55532
47185,63324
47185,64710
47188,54923
47192,47727
47192,49054
47192,53564
47192,77589
47192,82698
47192,92338
47193,54059
47196,65771
47197,54733
47197,55203
47197,70548
47197,90759
47203,51738
47203,55466
47203,57013
47207,59957
47208,62639
47211,47574
47211,47923
47211,48297
47211,49664
47211,50486
47211,50562
47211,50689
47211,51334
47211,52173
47211,54984
47211,57329
47211,62481
47211,84521
47211,88228
47211,88457
47218,73864
47218,77242
47218,82625
47219,90992
47221,48216
47221,48287
47221,64607
47226,48890
47226,55690
47226,74514
47227,47875
47227,51428
47227,57394
47227,71011
47227,81712
47227,95591
47229,50620
47230,48885
47230,49128
47230,49265
47230,49356
47230,49427
47230,49555
47230,51439
47230,52752
47230,53394
47230,53449
47230,55591
47230,55867
47230,56691
47230,59120
47230,62379
47230,74018
47230,75353
47230,76402
47230,85297
47230,85616
47230,88225
47230,88228
47230,88480
47230,89876
47230,92869
47230,93162
47230,94947
47230,95766
47230,95882
47230,96120
47231,47936
47231,51207
47231,62458
47231,63188
47231,66300
47231,66775
47231,77930
47231,80425
47231,88874
47238,48592
47238,50887
47238,55876
47238,55997
47238,79270
47246,49473
47246,56193
47246,57144
47247,47987
47249,72251
47249,97586
47251,54355
47251,63657
47251,74644
47251,76695
47251,82515
47251,90633
47251,98139
47252,50445
47252,59093
47255,47424
47255,68555
47255,96895
47259,56152
47262,48444
47262,72406
47266,56530
47268,53005
47268,63146
47268,64510
47268,67390
47268,73447
47268,79286
47269,69226
47269,91856
47270,50458
47270,65691
47271,49450
47272,47574
47272,48592
47272,54411
47272,55214
47273,51694
47274,47638
47277,74232
47279,74131
47279,89803
47280,51398
47280,63395
47280,78594
47283,49564
47283,61785
47284,54344
47289,53439
47291,71034
47292,47482
47292,47867
47292,51155
47292,54006
47292,56540
47292,58201
47292,59052
47292,59217
47294,69431
47297,47462
47297,65525
47297,68400
47297,69272
47297,70727
47297,78460
47297,89913
47297,91176
47297,92052
47297,93583
47306,57317
47306,64399
47306,86850
47306,89753
47306,90990
47306,92463
47308,50222
47308,52298
47309,58074
47309,61184
47309,62458
47309,62561
47309,73519
47309,75462
47309,79842
47309,85016
47309,85441
47309,87320
47309,87616
47309,93729
47309,94021
47311,48965
47311,53715
47311,54405
47311,54569
47311,54610
47311,84551
47312,76421
47312,77088
47316,52621
47316,80195
47316,89486
47316,92631
47316,94616
47326,59056
47326,72857
47326,77522
47326,87838
47326,94075
47326,97233
47328,56056
47328,60861
47337,50804
47337,59643
47337,60207
47337,70673
47337,93307
47337,98569
47340,93379
47340,97708
47346,85290
47347,61472
47347,61941
47347,84635
47354,57582
47358,55022
47358,77165
47362,51647
47362,85838
47362,98358
47365,64026
47366,48295
47368,48504
47368,49140
47368,51659
47368,52325
47368,60348
47368,62338
47368,63320
47368,64874
47368,67601
47368,69227
47368,72935
47368,73301
47368,73873
47368,74984
47368,77727
47368,78868
47368,79837
47368,84110
47368,84474
47368,85351
47368,86222
47368,86547
47368,90012
47368,91174
47368,92753
47368,92988
47368,93161
47368,94069
47368,94137
47368,96520
47368,97589
47368,98146
47370,48841
47370,48985
47370,56535
47370,56552
47370,61002
47370,67404
47370,85307
47370,98266
47374,47698
47374,49448
47374,79589
47378,56530
47380,66350
47384,52453
47384,52567
47384,54670
47384,56628
47384,59414
47384,66274
47384,68300
47384,68507
47384,71205
47384,74237
47384,74316
47384,76368
47384,78902
47384,81311
47384,82719
47384,85130
47384,89676
47384,92353
47384,93378
47384,96962
47385,80536
47387,48410
47387,62337
47387,71478
47387,71706
47387,73087
47387,73211
47387,74434
47387,74753
47387,76854
47387,83207
47387,89028
47387,89243
47387,90849
47387,91386
47387,92602
47387,94763
47387,95301
47387,95893
47387,96704
47387,97528
47387,98508
47387,98552
47391,62408
47392,57198
47394,49504
47394,62917
47394,69750
47394,72952
47394,79974
47394,83500
47394,94153
47394,97632
47403,51513
47403,60837
47403,64881
47404,56470
47404,59976
47404,75666
47404,85702
47404,93088
47404,94434
47405,47497
47405,47685
47406,47756
47406,49102
47406,51818
47406,55003
47406,55194
47406,58788
47406,66609
47406,68032
47406,68881
47406,86504
47406,95055
47406,98122
47412,49666
47412,51866
47412,53885
47412,60895
47412,61284
47412,72052
47412,87559
47414,65790
47421,49183
47421,54177
47421,60196
47421,61658
47421,69236
47421,79840
47421,80347
47421,80480
47421,84997
47421,86709
47421,90207
47421,90950
47421,93806
47421,97957
47421,98629
47423,59052
47423,59745
47424,51312
47424,58109
47424,68555
47429,58086
47433,49245
47433,72494
47446,48518
47446,48952
47446,49594
47446,52326
47446,59001
47446,59276
47446,60207
47446,61189
47449,59927
47449,85452
47453,66322
47455,76826
47455,87225
47456,48667
47456,50289
47459,52137
47459,54705
47460,61239
47462,55062
47462,60869
47462,62979
47462,67097
47462,68400
47462,69167
47462,69272
47462,70727
47462,78401
47462,79983
47462,80255
47462,81732
47462,84064
47462,85864
47462,88424
47462,88924
47462,89913
47462,91176
47462,93033
47462,94658
47468,85555
47472,79177
47475,54552
47475,63953
47475,75932
47475,77588
47475,89176
47475,93318
47475,98513
47479,63317
47479,66511
47479,68647
47479,72722
47479,78247
47479,91100
47479,94650
47481,54507
47482,55429
47482,57877
47483,47695
47483,48261
47483,49906
47483,50905
47483,50918
47483,51265
47483,51667
47483,52215
47483,52567
47483,52701
47483,52838
47483,53092
47483,54533
47483,55908
47483,57649
47483,58728
47483,59685
47483,65346
47483,65668
47483,65932
47483,68317
47483,68455
47483,68581
47483,68704
47483,69363
47483,69787
47483,70002
47483,72401
47483,74300
47483,74938
47483,75106
47483,75495
47483,75553
47483,76041
47483,76722
47483,77746
47483,78292
47483,78902
47483,79490
47483,79795
47483,80956
47483,81600
47483,82815
47483,83779
47483,84005
47483,84377
47483,86372
47483,86739
47483,89328
47483,90393
47483,92101
47483,92804
47483,93356
47483,94165
47483,97117
47485,49934
47485,56131
47485,70231
47485,80576
47485,82622
47485,85273
47485,86759
47485,90559
47486,56304
47488,67789
47493,55772
47496,51664
47497,97050
47498,48643
47498,52033
47498,55508
47498,63459
47498,96871
47499,52280
47501,56007
47503,48190
47503,51262
47503,51264
47503,55813
47505,66032
47505,66753
47505,83199
47505,85644
47508,50430
47508,54244
47508,67301
47508,72969
47508,86359
47508,98549
47509,47513
47509,47683
47509,56281
47509,58896
47513,47683
47513,54391
47513,55920
47513,56281
47517,60084
47517,64850
47517,72578
47518,48566
47518,50778
47518,51009
47518,52320
47518,56369
47518,58574
47518,60143
47518,65651
47518,65736
47518,73217
47518,78215
47518,78787
47518,79002
47518,81678
47518,82582
47518,82830
47518,84897
47518,85159
47518,85679
47518,89003
47518,90001
47518,91243
47522,47852
47525,63836
47525,79293
47525,96619
47528,49196
47528,53096
47528,71938
47528,81300
47528,83323
47528,92448
47528,94092
47528,95498
47529,63380
47529,84868
47529,91699
47532,50529
47533,49857
47533,71849
47533,86089
47533,92379
47533,94503
47534,49412
47534,77479
47540,55072
47540,71606
47540,98065
47546,90444
47549,50615
47549,60383
47549,67742
47549,88994
47550,50979
47550,54753
47550,59243
47550,71921
47551,53281
47552,70714
47552,71429
47552,80311
47552,94152
47555,59277
47559,60179
47560,52325
47563,47945
47567,59001
47567,94388
47567,98963
47569,77351
47569,91771
47569,92164
47569,93014
47570,47983
47574,48592
47574,50329
47574,50404
47574,50448
47574,50486
47574,50562
47574,51239
47574,52694
47574,55997
47574,57810
47574,60167
47574,60275
47574,61175
47574,68393
47574,69382
47574,70629
47574,84521
47574,86814
47574,87703
47574,87999
47574,88070
47574,88455
47574,89150
47574,89869
47574,90217
47574,91374
47574,92737
47574,96662
47579,67641
47579,74786
47579,76831
47579,84602
47582,62576
47582,65037
47584,49755
47584,50181
47584,78776
47586,55598
47586,65224
47586,72411
47587,58565
47588,50254
47588,60348
47588,83875
47588,90305
47588,92988
47588,95332
47590,52639
47590,74128
47590,85917
47590,95765
47593,47824
47594,62037
47595,47859
47595,49361
47595,52638
47595,59276
47595,61055
47595,86985
47595,88228
47595,88480
47595,90223
47595,90813
47595,91177
47595,91383
47595,93162
47595,94005
47595,95092
47597,52919
47601,83546
47602,48847
47602,48921
47602,50137
47602,51624
47602,53810
47602,54143
47602,54589
47602,55269
47602,61288
47602,65139
47602,65909
47602,66229
47602,66722
47602,68533
47602,68704
47602,68714
47602,69728
47602,70473
47602,71685
47602,72279
47602,72914
47602,73620
47602,75933
47602,76029
47602,77242
47602,78299
47602,80990
47602,82278
47602,82561
47602,83029
47602,83780
47602,85336
47602,85697
47602,87945
47602,89409
47602,91273
47602,92075
47602,95486
47602,95489
47602,96257
47602,96834
47602,97532
47602,97919
47602,98733
47603,51434
47604,54215
47604,86080
47604,92249
